px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.47371	-6.64888	-2.76191	-2.67147	-0.409192	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.552415
7.59532	-6.56273	-2.75419	-2.66893	-0.373165	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	1.17527
7.72063	-6.48906	-2.7491	-2.68391	-0.36872	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.261814
7.86654	-6.43751	-2.75491	-2.72314	-0.396697	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	0.720735
7.99691	-6.37096	-2.75119	-2.73958	-0.392242	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.195039
8.08413	-6.2683	-2.72627	-2.69262	-0.296817	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	9.06956
8.19621	-6.19721	-2.72315	-2.69825	-0.288846	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.426924
8.32161	-6.11765	-2.71778	-2.69337	-0.258983	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.831878
8.45569	-6.03806	-2.72363	-2.69888	-0.250706	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.243581
8.56361	-5.95855	-2.71478	-2.68221	-0.208512	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	1.6916
8.67955	-5.88641	-2.71548	-2.68454	-0.201204	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.224089
8.80749	-5.83169	-2.7197	-2.70178	-0.211411	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.172421
8.93148	-5.7499	-2.7304	-2.69913	-0.198957	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.60608
9.03698	-5.65992	-2.71926	-2.66349	-0.130799	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	5.33729
9.15655	-5.56991	-2.72962	-2.65451	-0.116339	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.758153
9.26168	-5.45806	-2.71638	-2.60754	-0.04134	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	5.36494
9.38399	-5.35332	-2.72364	-2.59258	-0.0255065	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.825767
9.48634	-5.23844	-2.71354	-2.54695	0.0401146	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	3.85899
9.59984	-5.1331	-2.71586	-2.53057	0.0529669	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.583619
9.71206	-5.05822	-2.71628	-2.53385	0.0432752	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.209559
9.81382	-4.97244	-2.71273	-2.52491	0.0493523	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.257902
9.91032	-4.85652	-2.70232	-2.47812	0.113094	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	3.80269
10.0163	-4.76327	-2.69534	-2.46818	0.116558	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.259556
10.1035	-4.63764	-2.68584	-2.41272	0.187084	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	4.41546
10.2018	-4.52121	-2.68692	-2.39012	0.198081	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.468217
10.2949	-4.40486	-2.68361	-2.3593	0.22479	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.717433
10.3914	-4.29171	-2.68322	-2.34031	0.230712	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.151212
10.4777	-4.18531	-2.68336	-2.31452	0.25171	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.476413
10.564	-4.06272	-2.69404	-2.28958	0.262062	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.576902
10.6722	-3.97475	-2.70051	-2.30426	0.221432	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	1.58308
10.7566	-3.85105	-2.7107	-2.28085	0.231685	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.592379
10.7924	-3.70008	-2.70322	-2.18907	0.34689	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	11.5491
10.8654	-3.56212	-2.71751	-2.15824	0.357844	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.877345
10.968	-3.4688	-2.72159	-2.18352	0.293534	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	3.77694
11.044	-3.33916	-2.73242	-2.16096	0.29968	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.414667
11.0791	-3.19336	-2.73014	-2.08879	0.381203	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.72627
11.1446	-3.05266	-2.74409	-2.06096	0.387822	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.634447
11.1485	-2.87239	-2.74398	-1.94672	0.522066	11.1386	-2.78926	11.15	-2.8	0	2.73104	14.9825
11.1914	-2.71714	-2.74909	-1.90824	0.530217	11.141	-2.65084	11.15	-2.65	0	2.73102	0.374063
11.1995	-2.55082	-2.75095	-1.82763	0.603761	11.1042	-2.54354	11.15	-2.55	0	1.81785	4.21125
11.2239	-2.41105	-2.74053	-1.79093	0.607958	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.400041
11.3151	-2.30978	-2.73068	-1.84845	0.477548	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	14.6952
11.3499	-2.15897	-2.74511	-1.81906	0.480565	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.604169
11.3616	-2.00143	-2.74753	-1.76464	0.520152	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.3028
11.3829	-1.85435	-2.74445	-1.73342	0.522786	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0621963
11.3972	-1.70253	-2.74545	-1.69446	0.538025	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.203679
11.4044	-1.54878	-2.74592	-1.65924	0.542863	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.135474
11.345	-1.3812	-2.75239	-1.54828	0.660859	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	10.9969
11.3237	-1.23083	-2.74824	-1.50371	0.668499	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.350659
11.2247	-1.06493	-2.76293	-1.36954	0.809965	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	15.8863
11.1691	-0.917711	-2.75905	-1.31272	0.82119	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.700591
11.0969	-0.781745	-2.76678	-1.2358	0.871578	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	2.28088
11.032	-0.650707	-2.767	-1.18271	0.879754	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.419814
10.9128	-0.520775	-2.78926	-1.06766	0.981462	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	9.57975
10.828	-0.395889	-2.7935	-1.01054	0.987613	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.3999
10.7331	-0.269857	-2.79658	-0.945457	1.00279	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.240943
10.6235	-0.166043	-2.7832	-0.878036	1.01648	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.846805
10.48	-0.072638	-2.81251	-0.763121	1.11008	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	10.2687
10.3551	0.00869576	-2.80677	-0.692942	1.1245	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.776094
10.2535	0.0910346	-2.79032	-0.649313	1.10433	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	1.49454
10.1179	0.134911	-2.76886	-0.569655	1.13179	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	2.27958
9.98019	0.201985	-2.77207	-0.493572	1.15247	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	1.20792
9.82276	0.22895	-2.753	-0.40229	1.18339	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	2.13774
9.67073	0.263883	-2.77119	-0.315722	1.21837	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.95795
9.52169	0.272307	-2.76111	-0.231998	1.24254	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	1.06205
9.38719	0.291127	-2.71659	-0.174294	1.22412	9.22819	0.16178	9.35	0.15	-1.81963	0	7.73139
9.23405	0.277848	-2.70302	-0.084651	1.24943	9.24456	0.139817	9.25	0.15	-1.81962	0	1.05869
9.09227	0.282559	-2.71651	-0.0161661	1.25675	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	0.882581
8.95659	0.274451	-2.71435	0.0506893	1.2613	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.0325472
8.81884	0.26775	-2.72467	0.111825	1.25912	8.84168	0.257617	8.8	0.25	-2.99995	0	0.449839
8.68116	0.247014	-2.72681	0.176363	1.26011	8.65606	0.24536	8.65	0.25	-2.99994	0	0.0317695
8.54211	0.226914	-2.73816	0.233977	1.25258	8.43549	0.247188	8.5	0.25	-2.99323	0	0.472318
8.40368	0.203462	-2.74479	0.288364	1.24234	8.34184	0.250769	8.35	0.25	-2.9932	0	0.313115
8.26146	0.164337	-2.74518	0.350131	1.23573	8.27073	0.243988	8.2	0.25	-2.73233	0	0.116323
8.11373	0.142806	-2.75118	0.392341	1.20824	8.03847	0.260731	8.05	0.25	-2.73234	0	1.08041
7.9805	0.117943	-2.76376	0.424633	1.17477	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	1.57513
7.84317	0.0786288	-2.77193	0.467054	1.15628	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.890675
7.69582	0.0668908	-2.79606	0.472295	1.09056	7.46173	0.143776	7.6	0.15	-2.99599	0	5.83512
7.55859	0.0333333	-2.79958	0.501338	1.06398	7.45455	0.149294	7.45	0.15	-2.99596	0	1.31866
7.44061	-0.0622329	-2.78268	0.584404	1.09965	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	3.73265
7.30636	-0.1064	-2.77459	0.613138	1.06944	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.55869
7.16439	-0.142516	-2.77706	0.616981	1.0016	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	4.66789
7.02704	-0.211483	-2.77902	0.653637	0.982866	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.823792
6.95791	-0.371339	-2.75822	0.787333	1.09099	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	12.8952
6.85012	-0.455363	-2.74768	0.830081	1.07607	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.694663
6.69434	-0.457435	-2.74518	0.762292	0.91462	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	19.3828
6.59067	-0.550271	-2.74745	0.803488	0.909824	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.105421
6.5251	-0.710301	-2.74806	0.915639	0.993966	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	6.07078
6.43941	-0.835866	-2.74849	0.973145	0.99665	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0256436
6.39658	-0.990321	-2.7556	1.0754	1.06833	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.64878
6.33829	-1.12072	-2.75861	1.13391	1.07249	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.107138
6.2726	-1.26122	-2.76275	1.19034	1.06863	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.227849
6.22269	-1.41057	-2.76675	1.25278	1.07117	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.0992159
6.26141	-1.62666	-2.8002	1.43099	1.23945	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	20.4586
6.25969	-1.77733	-2.79199	1.50588	1.24741	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.408398
6.26248	-1.91734	-2.79094	1.57522	1.25734	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.168137
6.28131	-2.05548	-2.78482	1.64555	1.26541	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.323824
6.28998	-2.19805	-2.77083	1.69789	1.23872	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.27014
6.31864	-2.34738	-2.76907	1.76842	1.24139	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.027701
6.37204	-2.50359	-2.78066	1.85705	1.26871	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.961552
6.42577	-2.64853	-2.77986	1.93024	1.27198	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0388431
6.43466	-2.77069	-2.72826	1.93669	1.17939	6.46538	-2.81029	6.45	-2.8	0	-2.72732	13.6768
6.48595	-2.9129	-2.73205	1.99687	1.17394	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.0819163
6.54575	-3.05482	-2.74292	2.05984	1.17466	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0.705754
6.60228	-3.20564	-2.75897	2.10907	1.15566	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.11296
6.66329	-3.34111	-2.75105	2.15011	1.12442	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.94473
6.72448	-3.49437	-2.77127	2.18854	1.09665	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	1.89783
6.78696	-3.62518	-2.7544	2.21848	1.05603	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	3.46417
6.84583	-3.77936	-2.77345	2.24344	1.01909	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.34424
6.90382	-3.90466	-2.74359	2.26088	0.969551	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	5.9923
6.95878	-4.06217	-2.76184	2.27245	0.924652	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	2.90266
7.00554	-4.17272	-2.71786	2.27573	0.868464	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	10.1433
7.05827	-4.31054	-2.72924	2.2836	0.831179	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	1.8598
7.14713	-4.42859	-2.75335	2.32273	0.833001	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	2.43765
7.21067	-4.5719	-2.77024	2.32748	0.793475	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	2.36353
7.27641	-4.67726	-2.74016	2.33969	0.759625	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	4.80265
7.34184	-4.81004	-2.74931	2.34462	0.725434	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	1.48017
7.42389	-4.92639	-2.72956	2.36145	0.698338	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	2.79899
7.48252	-5.08183	-2.73702	2.34979	0.647651	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	2.86052
7.58318	-5.19736	-2.77393	2.38199	0.653409	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	6.82863
7.64284	-5.34822	-2.78658	2.36584	0.603508	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	2.95402
7.7136	-5.4527	-2.75517	2.37074	0.573611	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	5.62655
7.77036	-5.59355	-2.75895	2.35532	0.529536	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	2.1022
7.87103	-5.71359	-2.77081	2.37582	0.522828	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.57093
7.93971	-5.8729	-2.77923	2.35643	0.474563	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	2.43698
8.01418	-5.98404	-2.73536	2.35598	0.442796	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	9.43931
8.07654	-6.13595	-2.73656	2.33527	0.398443	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	1.90033
8.17367	-6.25193	-2.73558	2.34863	0.389657	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.266544
8.24941	-6.38767	-2.73484	2.3405	0.360795	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.803598
8.35904	-6.50501	-2.75215	2.3592	0.361303	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.18125
8.43031	-6.64877	-2.75307	2.3424	0.325632	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	1.17335
8.52156	-6.7651	-2.74085	2.3466	0.310533	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.39772
8.5785	-6.92125	-2.7407	2.31558	0.263867	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	1.97919
8.66636	-7.04234	-2.73437	2.31618	0.249329	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.786815
8.70928	-7.21396	-2.73641	2.27077	0.192118	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	2.90959
8.79272	-7.32755	-2.74073	2.27379	0.186162	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.340957
8.84717	-7.46649	-2.7421	2.24936	0.15355	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.993481
8.92852	-7.58954	-2.7354	2.24699	0.14213	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.491998
8.97609	-7.75008	-2.73634	2.21065	0.0995246	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	1.64621
9.05056	-7.87676	-2.72731	2.20334	0.0853921	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.636698
9.08664	-8.0461	-2.72991	2.15857	0.0378483	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	2.01066
9.15799	-8.17515	-2.72346	2.15082	0.02682	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.333284
9.21722	-8.31669	-2.72281	2.13294	0.00826475	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.325262
9.29696	-8.43318	-2.7367	2.14134	0.020561	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.59885
9.33275	-8.57881	-2.7387	2.10876	-0.011489	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.980002
9.39928	-8.6987	-2.74124	2.10663	-0.0116503	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.343471
9.4363	-8.84945	-2.74863	2.07439	-0.0416293	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.952201
9.47775	-8.98877	-2.7229	2.04157	-0.0810024	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	5.24094
9.51881	-9.13709	-2.72198	2.01631	-0.100879	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.425742
9.57469	-9.27345	-2.71846	2.00481	-0.107401	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.177783
9.6117	-9.42441	-2.71932	1.97861	-0.12659	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.370331
9.6732	-9.56494	-2.72422	1.97309	-0.124097	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.161108
9.71356	-9.7167	-2.72812	1.95107	-0.138208	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.206918
9.78407	-9.84858	-2.74691	1.96089	-0.115544	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.81715
9.81052	-9.99411	-2.7521	1.93407	-0.13502	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.416033
9.82832	-10.139	-2.72934	1.89254	-0.179456	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.16527
9.83926	-10.304	-2.73563	1.8543	-0.205717	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.738637
9.88316	-10.448	-2.73909	1.84772	-0.19826	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.292397
9.90529	-10.6056	-2.74412	1.82227	-0.211511	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.211892
9.91033	-10.755	-2.72837	1.77879	-0.253373	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.74439
9.9149	-10.9141	-2.73216	1.74622	-0.270444	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.338438
9.92418	-11.0636	-2.7264	1.71618	-0.289789	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.45125
9.91606	-11.224	-2.73063	1.67986	-0.308314	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.429754
9.93368	-11.3622	-2.73473	1.6685	-0.302136	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.137206
9.92445	-11.5126	-2.74319	1.63743	-0.316069	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.3545
9.89656	-11.6651	-2.73117	1.58047	-0.369483	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	3.49041
9.85861	-11.829	-2.73878	1.5343	-0.392523	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.805547
9.81238	-11.9789	-2.72857	1.47149	-0.447662	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	2.86958
9.76094	-12.137	-2.73457	1.42403	-0.467885	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.687303
9.67184	-12.2795	-2.72063	1.3288	-0.561368	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	7.22999
9.6147	-12.4151	-2.7138	1.28601	-0.573076	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.624174
9.47305	-12.5408	-2.699	1.14879	-0.715689	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	15.1413
9.39926	-12.6583	-2.6865	1.10209	-0.724202	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.862959
9.24823	-12.7737	-2.68704	0.966236	-0.856305	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	12.4513
9.13827	-12.8765	-2.67818	0.902886	-0.87229	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	1.23466
9.01641	-12.9774	-2.67789	0.822595	-0.915637	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	1.36888
8.90084	-13.0646	-2.66776	0.760978	-0.927632	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.910889
8.76813	-13.1481	-2.66795	0.682288	-0.963585	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	1.26811
8.63185	-13.2252	-2.66684	0.615042	-0.976117	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.683491
8.42216	-13.2523	-2.69045	0.438123	-1.14807	8.43462	-13.263	8.4	-13.15	-2.72644	0	21.0465
8.2802	-13.2881	-2.67835	0.363445	-1.16108	8.26001	-13.1483	8.25	-13.15	-2.72641	0	1.03254
8.11014	-13.2946	-2.69679	0.238167	-1.25412	8.10139	-13.1447	8.1	-13.15	-3.00083	0	6.53222
7.97252	-13.2987	-2.68629	0.162514	-1.26813	7.95138	-13.1593	7.95	-13.15	-3.00084	0	1.03481
7.84254	-13.333	-2.67274	0.121923	-1.2266	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	1.64945
7.6875	-13.3332	-2.67219	0.0449564	-1.23489	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.357828
7.51671	-13.2995	-2.69563	-0.0754912	-1.30865	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	5.15149
7.36747	-13.2602	-2.6884	-0.161332	-1.32297	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.749684
7.23281	-13.2498	-2.67119	-0.206509	-1.28345	7.19553	-13.2012	7.2	-13.15	-2.73035	0	1.98918
7.08594	-13.205	-2.67226	-0.283734	-1.28904	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.181526
6.95007	-13.1725	-2.66251	-0.337766	-1.26533	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.734305
6.79505	-13.1246	-2.67862	-0.404304	-1.25753	6.672	-13.1364	6.65	-13.15	-3.63617	0	0.785014
6.67428	-13.1216	-2.62484	-0.400417	-1.15505	6.53838	-13.1322	6.55	-13.15	-1.81656	0	16.3337
6.53066	-13.0812	-2.63573	-0.449862	-1.13899	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.5391
6.40084	-13.0271	-2.62637	-0.496546	-1.11599	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.999627
6.25663	-12.9737	-2.64134	-0.542517	-1.098	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.726206
6.1292	-12.8658	-2.67229	-0.635237	-1.14183	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	3.97504
5.98678	-12.7952	-2.69082	-0.679318	-1.11999	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	1.04361
5.87241	-12.7273	-2.66693	-0.712466	-1.08312	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.98302
5.72312	-12.6642	-2.68963	-0.737945	-1.04633	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	2.06755
5.61062	-12.561	-2.70202	-0.797586	-1.05141	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.734478
5.45567	-12.4872	-2.73044	-0.815587	-1.00825	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	2.91039
5.34953	-12.3863	-2.72603	-0.860228	-0.995568	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.469394
5.20984	-12.3001	-2.745	-0.880357	-0.959301	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	1.66904
5.11953	-12.2041	-2.7391	-0.917994	-0.947845	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.434968
5.00185	-12.114	-2.75377	-0.938274	-0.919504	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	1.05389
4.92126	-12.022	-2.72363	-0.965168	-0.894137	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	3.78507
4.82941	-11.9182	-2.72894	-0.99705	-0.88102	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.20129
4.74941	-11.7787	-2.77209	-1.05588	-0.900953	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	6.04904
4.65495	-11.6632	-2.7852	-1.08301	-0.881602	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.74966
4.59911	-11.5572	-2.74539	-1.11696	-0.867762	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.4709
4.54255	-11.4354	-2.74313	-1.15976	-0.867506	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.0237361
4.46574	-11.2746	-2.80022	-1.20857	-0.8693	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	12.3568
4.42989	-11.1153	-2.8035	-1.27053	-0.882527	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.25604
4.42909	-10.9763	-2.7452	-1.34293	-0.911313	4.39651	-10.8822	4.45	-10.95	0	1.81807	15.5426
4.41129	-10.8304	-2.73927	-1.40029	-0.919292	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.18776
4.40151	-10.685	-2.72877	-1.45877	-0.929337	4.493	-10.7885	4.45	-10.7	0	2.72865	0.472429
4.40071	-10.5355	-2.72558	-1.51777	-0.937535	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.10749
4.40792	-10.3859	-2.71975	-1.5788	-0.949051	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.216943
4.4196	-10.2367	-2.71843	-1.6354	-0.953464	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.0309429
4.44854	-10.0906	-2.7116	-1.70064	-0.969335	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.384984
4.49042	-9.94154	-2.71174	-1.76678	-0.981638	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.19549
4.53546	-9.79382	-2.71207	-1.8319	-0.994642	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.208091
