px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.7781	-3.79912	-2.70428	-2.26807	0.246004	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.148112
10.832	-3.64933	-2.6976	-2.19369	0.333383	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	5.99179
10.9066	-3.51465	-2.69966	-2.16533	0.342094	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.311603
11.0058	-3.41932	-2.70369	-2.1861	0.285008	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	2.91559
11.0744	-3.28071	-2.71681	-2.15705	0.297006	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.894344
11.1204	-3.12574	-2.71589	-2.0886	0.37127	11.1178	-2.98807	11.1	-3	0.907725	2.72317	4.41195
11.1829	-2.97147	-2.72653	-2.0547	0.382259	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.698871
11.2328	-2.82286	-2.72798	-2.00994	0.414229	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.919266
11.2858	-2.6628	-2.74022	-1.97462	0.424179	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.713089
11.234	-2.45837	-2.74152	-1.80687	0.632318	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	32.0451
11.2492	-2.30004	-2.74222	-1.76018	0.642638	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.53675
11.3494	-2.19051	-2.72929	-1.82869	0.488636	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	18.5092
11.3789	-2.03069	-2.7379	-1.79467	0.493814	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.321188
11.3856	-1.87286	-2.74019	-1.73911	0.533544	11.3011	-1.79507	11.35	-1.8	0	2.73035	1.22075
11.3957	-1.7147	-2.74354	-1.70095	0.540802	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.31929
11.3374	-1.5539	-2.75034	-1.5904	0.658709	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	10.8112
11.3248	-1.40677	-2.7547	-1.54879	0.665554	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.353283
11.2763	-1.24535	-2.76167	-1.46367	0.73527	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.78427
11.2409	-1.1033	-2.75131	-1.41523	0.743675	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.564736
11.12	-0.951782	-2.77314	-1.26846	0.900821	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	20.1793
11.057	-0.807244	-2.78223	-1.2122	0.90889	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.834506
11.0062	-0.666613	-2.77666	-1.17396	0.889454	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0.697967
10.931	-0.531321	-2.77295	-1.11752	0.896679	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.257227
10.8316	-0.398324	-2.78439	-1.03279	0.948615	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	2.5337
10.7336	-0.281324	-2.77513	-0.969748	0.960033	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.568041
10.5688	-0.170425	-2.8105	-0.828424	1.08747	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	16.389
10.4408	-0.075623	-2.80124	-0.753855	1.10262	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.810692
10.3461	0.0258749	-2.78594	-0.713612	1.07546	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	1.30369
10.2114	0.0938262	-2.76821	-0.636985	1.09554	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.26781
10.0648	0.167449	-2.77713	-0.552168	1.12804	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.58317
9.91427	0.205754	-2.75732	-0.466086	1.15513	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.77198
9.7619	0.255593	-2.76198	-0.384745	1.17721	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	1.08702
9.59884	0.255622	-2.73878	-0.285267	1.21572	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.79094
9.44292	0.280823	-2.74192	-0.205664	1.2303	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.707013
9.28217	0.273953	-2.73212	-0.114615	1.25536	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.902705
9.12955	0.27922	-2.73043	-0.0404955	1.26041	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.145946
8.97505	0.274694	-2.73153	0.0337353	1.26489	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0520946
8.84266	0.243444	-2.68135	0.110922	1.27445	8.90199	0.247143	8.85	0.25	-1.81847	0	7.98969
8.70555	0.233235	-2.6778	0.171438	1.26592	8.76016	0.263752	8.75	0.25	-1.81846	0	0.209457
8.54279	0.244902	-2.73292	0.210279	1.22668	8.46355	0.258809	8.55	0.25	-3.6326	0	10.719
8.39298	0.218404	-2.73753	0.271154	1.21873	8.35367	0.252596	8.35	0.25	-3.6326	0	0.142858
8.24299	0.18297	-2.74568	0.330921	1.20934	8.05161	0.241868	8.2	0.25	-2.72841	0	0.546577
8.09742	0.157507	-2.74913	0.376678	1.18747	8.05411	0.247878	8.05	0.25	-2.72842	0	0.569066
7.95242	0.11269	-2.75505	0.4297	1.17317	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.553014
7.80823	0.0689653	-2.75885	0.476354	1.15414	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.542021
7.66864	0.0279338	-2.7655	0.509315	1.11781	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.53973
7.52756	-0.0273005	-2.76854	0.553081	1.09936	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.586578
7.37683	-0.035277	-2.78935	0.538507	1.01185	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	7.54075
7.24576	-0.0790297	-2.78894	0.565749	0.988544	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.992498
7.13592	-0.179567	-2.77386	0.643753	1.02374	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	2.58295
7.00636	-0.247405	-2.76986	0.680021	1.00449	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.70569
6.89398	-0.345665	-2.76531	0.739864	1.0138	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.500618
6.77947	-0.430687	-2.75833	0.781666	1.00124	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.415973
6.6833	-0.541546	-2.7521	0.844672	1.0148	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.461507
6.57865	-0.640286	-2.74721	0.888353	1.00393	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.361839
6.52812	-0.809022	-2.74889	1.01165	1.09784	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	6.44288
6.45173	-0.939444	-2.74923	1.07195	1.09774	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.000375132
6.4003	-1.07623	-2.75377	1.14452	1.12071	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.352188
6.34777	-1.21111	-2.7593	1.20434	1.1231	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.131063
6.30089	-1.33763	-2.75631	1.25491	1.11426	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.193212
6.26003	-1.4643	-2.75315	1.30792	1.11255	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.064943
6.26254	-1.62825	-2.77112	1.41655	1.18784	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.53752
6.24375	-1.7643	-2.77051	1.47485	1.18689	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.00972668
6.27791	-1.94224	-2.7915	1.59758	1.26837	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	5.62853
6.29666	-2.09088	-2.78469	1.67176	1.27408	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.210436
6.3066	-2.22883	-2.76367	1.71824	1.23773	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.50024
6.33983	-2.37379	-2.75854	1.78947	1.24199	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.106507
6.35181	-2.51191	-2.74167	1.82727	1.19887	6.27034	-2.51837	6.35	-2.55	0	-3.63689	2.12395
6.38504	-2.66515	-2.75084	1.88702	1.19065	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.334799
6.44224	-2.81571	-2.76352	1.96024	1.20116	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.511769
6.49061	-2.96758	-2.77564	2.01619	1.18841	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.609689
6.54542	-3.10662	-2.77082	2.06586	1.1667	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.742133
6.60313	-3.25304	-2.78192	2.1155	1.14995	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.669534
6.67021	-3.38546	-2.77108	2.16	1.12297	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.62325
6.73271	-3.53039	-2.78356	2.20039	1.09919	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.0598
6.80535	-3.66078	-2.77712	2.24026	1.07296	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.40071
6.86551	-3.81081	-2.79277	2.26589	1.03669	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	2.06667
6.934	-3.9357	-2.77249	2.29231	0.998584	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	3.47242
6.99245	-4.08863	-2.78707	2.30585	0.954611	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.60461
7.09875	-4.21952	-2.81424	2.35557	0.954068	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.39182
7.16577	-4.3739	-2.82893	2.36343	0.906933	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.75049
7.24992	-4.49375	-2.8136	2.38786	0.878129	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.41744
7.30465	-4.65728	-2.82479	2.37743	0.81775	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	4.01641
7.37761	-4.76476	-2.79762	2.3907	0.78473	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	4.69676
7.42726	-4.90742	-2.80046	2.37953	0.733985	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2.92532
7.52697	-5.02246	-2.83193	2.41145	0.73425	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	5.81777
7.5826	-5.17175	-2.83816	2.3955	0.680667	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	3.12085
7.65811	-5.27991	-2.78883	2.40321	0.645588	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	10.2528
7.72045	-5.43286	-2.78871	2.38793	0.594787	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	2.68804
7.816	-5.54871	-2.79198	2.40754	0.583608	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.63357
7.88632	-5.70071	-2.79456	2.39282	0.536738	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	2.1187
7.96285	-5.80876	-2.74574	2.3952	0.504815	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	11.0463
8.02455	-5.95384	-2.74012	2.37726	0.459931	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	2.13373
8.12706	-6.06899	-2.75031	2.39464	0.453586	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.39198
8.18996	-6.22375	-2.75049	2.36967	0.404386	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	2.24296
8.29974	-6.34335	-2.76878	2.38635	0.400344	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.5443
8.36569	-6.50104	-2.77152	2.35939	0.352126	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	2.10205
8.44201	-6.61191	-2.73084	2.35578	0.325477	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	7.56977
8.49459	-6.76153	-2.72279	2.32589	0.278976	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	2.25311
8.5756	-6.87652	-2.70769	2.32575	0.262752	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	1.44448
8.61844	-7.03877	-2.70317	2.28451	0.208617	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	2.72229
8.72035	-7.16032	-2.72392	2.29697	0.212995	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.525
8.77209	-7.32595	-2.72762	2.2586	0.164421	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	2.0799
8.84001	-7.45074	-2.69834	2.24294	0.134569	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	5.60425
8.89323	-7.59527	-2.69337	2.21679	0.102144	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	1.07186
8.99034	-7.71675	-2.71371	2.22988	0.114331	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.06091
9.04626	-7.86812	-2.7155	2.2021	0.0815951	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.933736
9.131	-7.98808	-2.73074	2.20605	0.0839144	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	1.06791
9.16827	-8.13872	-2.73366	2.16864	0.0440003	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	1.45764
9.21216	-8.26968	-2.69327	2.1354	-0.000946108	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	9.20118
9.25498	-8.41772	-2.69012	2.10569	-0.0294638	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.848649
9.32622	-8.54748	-2.69112	2.10129	-0.0316239	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.119192
9.3613	-8.70337	-2.69176	2.06577	-0.0637916	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.960832
9.42646	-8.83725	-2.69319	2.05863	-0.0666862	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.165679
9.45586	-8.99455	-2.69423	2.02194	-0.0979499	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.927018
9.52247	-9.11798	-2.70651	2.02599	-0.0843177	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.08255
9.54153	-9.2736	-2.71433	1.98579	-0.117904	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	1.16301
9.59908	-9.41233	-2.7168	1.97851	-0.117432	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.152892
9.62613	-9.57466	-2.72344	1.94453	-0.142992	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.677301
9.68169	-9.70265	-2.73182	1.94507	-0.131312	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.623881
9.69892	-9.85621	-2.74059	1.91054	-0.157055	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.779865
9.72861	-9.98624	-2.73191	1.88917	-0.173961	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.551529
9.76271	-10.1233	-2.73497	1.87338	-0.1804	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0598242
9.77122	-10.2706	-2.71403	1.82678	-0.229061	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.52841
9.79575	-10.4234	-2.71726	1.80432	-0.238071	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0987202
9.84763	-10.5714	-2.72937	1.80827	-0.215332	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.00373
9.87218	-10.7248	-2.73317	1.78845	-0.222471	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0768361
9.88	-10.8604	-2.72401	1.75596	-0.250476	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.2066
9.88963	-11.0054	-2.73025	1.73186	-0.26074	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.185064
9.90556	-11.1379	-2.72821	1.71697	-0.261773	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.368768
9.90115	-11.2893	-2.73782	1.68598	-0.277548	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.454186
9.92223	-11.4266	-2.74288	1.68076	-0.264382	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.460097
9.90968	-11.5797	-2.75314	1.64787	-0.281652	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.552113
9.8382	-11.7271	-2.72078	1.54668	-0.396859	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	16.6133
9.81411	-11.877	-2.71957	1.51271	-0.408167	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.280221
9.77564	-12.0272	-2.71384	1.45918	-0.450117	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.87509
9.73191	-12.1755	-2.71352	1.4182	-0.465006	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.474116
9.6861	-12.3201	-2.70928	1.37173	-0.491955	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.649289
9.63084	-12.4679	-2.71197	1.32948	-0.505374	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.365458
9.50884	-12.5973	-2.69695	1.21175	-0.625872	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	11.767
9.43459	-12.7262	-2.69172	1.16455	-0.638113	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.608806
9.2706	-12.8243	-2.68299	1.01142	-0.802302	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	19.8247
9.1623	-12.9259	-2.68068	0.948917	-0.822454	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	1.43076
8.99626	-13.0178	-2.68217	0.815102	-0.941636	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	9.7594
8.8828	-13.1032	-2.66978	0.753876	-0.952331	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	1.0117
8.74826	-13.1867	-2.67083	0.671922	-0.991522	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	1.28509
8.61589	-13.2574	-2.66389	0.604319	-1.0045	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.870541
8.40163	-13.2662	-2.6862	0.415613	-1.19404	8.27267	-12.996	8.4	-13.15	-2.99683	0	25.7507
8.27283	-13.2943	-2.67312	0.345499	-1.20632	8.25965	-13.1488	8.25	-13.15	-2.9968	0	1.09648
8.13707	-13.3372	-2.66486	0.288112	-1.19088	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.29021
7.98833	-13.3564	-2.65833	0.211587	-1.20224	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.628371
7.83339	-13.3707	-2.6671	0.123913	-1.23322	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.929325
7.6773	-13.363	-2.6634	0.0417684	-1.24675	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.8292
7.54273	-13.3614	-2.66321	-0.0228051	-1.24886	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.0663591
7.40034	-13.3372	-2.66319	-0.0973658	-1.25931	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.603028
7.24139	-13.2907	-2.67997	-0.201721	-1.3071	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	2.45316
7.09234	-13.2404	-2.68016	-0.28424	-1.31635	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.432452
6.95242	-13.1952	-2.67364	-0.350299	-1.30431	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.877318
6.79489	-13.1459	-2.692	-0.41892	-1.29566	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.06825
6.67051	-13.0868	-2.69877	-0.486716	-1.30061	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.290707
6.52702	-13.0285	-2.72103	-0.54449	-1.28705	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.55822
6.41314	-13.0143	-2.65005	-0.536008	-1.17775	6.27012	-13.1139	6.25	-13.05	-1.81729	0	24.7574
6.2662	-12.9618	-2.66771	-0.580003	-1.15337	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.20976
6.14218	-12.8688	-2.68265	-0.654469	-1.16909	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	0.896504
6.00067	-12.7956	-2.70118	-0.699355	-1.14614	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	1.13232
5.89653	-12.7251	-2.68698	-0.737461	-1.12161	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.39353
5.75384	-12.6674	-2.7129	-0.758061	-1.08205	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.65973
5.65284	-12.6073	-2.67671	-0.775425	-1.0337	5.45236	-12.7392	5.45	-12.7	-2.00001	1	6.60102
5.51728	-12.5474	-2.69545	-0.790844	-0.995447	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	2.02066
5.4198	-12.4541	-2.69748	-0.836076	-0.990775	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.213724
5.29163	-12.3793	-2.71459	-0.854347	-0.957793	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	1.53808
5.19161	-12.2832	-2.70364	-0.892203	-0.942107	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	1.1736
5.06555	-12.1902	-2.71565	-0.915135	-0.912698	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	1.03373
4.98088	-12.0574	-2.76046	-0.982363	-0.943732	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	8.09506
4.87411	-11.9551	-2.77377	-1.00694	-0.920003	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.863075
4.80055	-11.8463	-2.75581	-1.04289	-0.906305	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.13436
4.71217	-11.7369	-2.76204	-1.07214	-0.889956	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.320185
4.64038	-11.6039	-2.79009	-1.12073	-0.896549	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	3.03873
4.58035	-11.4752	-2.79256	-1.16514	-0.8957	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.0256219
4.51896	-11.3347	-2.81788	-1.2106	-0.89615	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	2.20346
4.47369	-11.1942	-2.82302	-1.25907	-0.898915	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.1449
4.45809	-11.057	-2.77657	-1.32256	-0.916657	4.43672	-11.0976	4.45	-11.05	0	1.8168	9.1081
4.42483	-10.9138	-2.77231	-1.37154	-0.915905	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.0839631
4.39884	-10.7749	-2.77682	-1.41663	-0.914372	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.0965441
4.39746	-10.6367	-2.77235	-1.4732	-0.925698	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.217308
4.44072	-10.5025	-2.73335	-1.56412	-0.982831	4.44716	-10.5583	4.45	-10.55	0	2.00041	9.27064
4.44166	-10.3755	-2.72621	-1.6103	-0.981175	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.225755
4.46158	-10.239	-2.7219	-1.66988	-0.994438	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.271189
4.49491	-10.1051	-2.71904	-1.73057	-1.00554	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.234475
4.50142	-9.95907	-2.72456	-1.76403	-0.977144	4.56608	-10.005	4.55	-10	0	2.72717	1.02723
4.53916	-9.81583	-2.72219	-1.82101	-0.980682	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.05406
4.59843	-9.67289	-2.71996	-1.89273	-1.00304	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.41792
4.67054	-9.53155	-2.72255	-1.96186	-1.01579	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.30793
4.67507	-9.39663	-2.72857	-1.95877	-0.944513	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.15638
4.7535	-9.26743	-2.73619	-2.02106	-0.956961	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.502046
4.87544	-9.15815	-2.73675	-2.12995	-1.03541	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.57447
4.96471	-9.04268	-2.74156	-2.19001	-1.042	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.193062
4.97951	-8.91583	-2.73117	-2.16353	-0.93551	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	8.81084
5.07265	-8.79618	-2.74261	-2.21688	-0.938932	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.466395
5.19489	-8.69053	-2.74533	-2.29818	-0.976751	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.29954
5.30919	-8.57976	-2.75064	-2.35764	-0.980722	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.167438
5.34387	-8.45171	-2.73616	-2.32612	-0.869934	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.29867
5.45415	-8.34233	-2.75198	-2.37306	-0.869531	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.783783
5.55673	-8.24303	-2.75751	-2.41651	-0.869688	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.455283
5.67316	-8.14146	-2.77245	-2.46082	-0.867261	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.677702
5.73415	-8.02193	-2.75712	-2.43701	-0.771882	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.62784
5.8414	-7.92759	-2.76237	-2.47311	-0.768663	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.11283
5.92672	-7.82185	-2.75593	-2.47564	-0.717759	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	2.29017
6.03601	-7.7258	-2.76392	-2.50608	-0.711525	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.319421
6.13864	-7.61792	-2.75679	-2.51229	-0.663902	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	2.00174
6.25833	-7.5192	-2.76134	-2.54207	-0.657293	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.250364
6.37684	-7.43919	-2.76858	-2.58104	-0.669748	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.27406
6.5019	-7.35012	-2.78336	-2.60893	-0.662456	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.671097
6.6354	-7.27263	-2.78489	-2.64389	-0.660324	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.0389024
6.76724	-7.19449	-2.78642	-2.67542	-0.655933	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.100562
6.85041	-7.08949	-2.76286	-2.64089	-0.557861	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	8.9519
6.96941	-7.0142	-2.76618	-2.66274	-0.552066	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.16501
7.10294	-6.94096	-2.76498	-2.68534	-0.539713	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.222897
7.24018	-6.85038	-2.77748	-2.70209	-0.526581	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.831914
7.34148	-6.73928	-2.7537	-2.66023	-0.420792	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	10.8787
